timestamp,cam_id,class,conf,x1,y1,x2,y2,image_path
20251012_212550,0,person,0.94,270,129,1066,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.94,269,129,1072,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.94,269,130,1079,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.94,270,131,1081,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.94,268,133,1082,710,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.95,269,133,1082,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212550,0,person,0.95,269,135,1081,711,logs/images/cam0_20251012_212550_person.jpg
20251012_212551,0,person,0.95,270,135,1080,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.95,270,135,1080,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,270,134,1080,711,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,270,134,1080,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,271,134,1081,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,274,134,1080,711,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,272,135,1078,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,275,134,1077,711,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,273,133,1074,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,274,133,1075,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,275,133,1076,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,276,132,1076,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,279,132,1077,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,277,131,1077,711,logs/images/cam0_20251012_212551_person.jpg
20251012_212551,0,person,0.94,277,131,1077,710,logs/images/cam0_20251012_212551_person.jpg
20251012_212552,0,person,0.94,276,132,1076,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,277,132,1077,710,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,278,133,1076,710,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,277,132,1076,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,278,132,1076,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,278,133,1076,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.95,277,134,1076,712,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.95,277,134,1077,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.95,276,133,1077,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.95,276,134,1079,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.95,277,133,1081,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,278,134,1080,710,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,279,135,1080,710,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,276,134,1079,711,logs/images/cam0_20251012_212552_person.jpg
20251012_212552,0,person,0.94,276,135,1080,710,logs/images/cam0_20251012_212552_person.jpg
20251012_212553,0,person,0.95,276,134,1080,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,276,134,1080,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,275,135,1080,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,276,135,1081,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,275,134,1080,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,274,134,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,274,135,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,275,135,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.95,274,136,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.95,273,136,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.95,273,137,1082,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.95,275,137,1081,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,275,137,1081,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,274,134,1081,711,logs/images/cam0_20251012_212553_person.jpg
20251012_212553,0,person,0.94,270,135,1081,710,logs/images/cam0_20251012_212553_person.jpg
20251012_212554,0,person,0.94,268,133,1081,710,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,270,133,1083,711,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,271,133,1092,710,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,274,132,1109,708,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,277,133,1113,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,279,132,1119,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,278,133,1118,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,278,131,1123,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,279,131,1125,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.95,277,133,1124,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,279,132,1126,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,278,135,1120,711,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,279,135,1122,710,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,280,138,1118,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212554,0,person,0.94,279,138,1115,709,logs/images/cam0_20251012_212554_person.jpg
20251012_212555,0,person,0.94,280,139,1112,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,280,139,1111,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,281,141,1109,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,280,139,1108,711,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,282,140,1101,711,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,284,140,1101,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,283,140,1098,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,283,141,1096,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,283,143,1095,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,282,147,1092,709,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,281,146,1093,709,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,278,146,1091,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,278,146,1094,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,276,146,1098,709,logs/images/cam0_20251012_212555_person.jpg
20251012_212555,0,person,0.94,276,146,1099,710,logs/images/cam0_20251012_212555_person.jpg
20251012_212556,0,person,0.94,276,145,1099,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,278,145,1097,709,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,278,146,1097,709,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,278,145,1098,709,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,279,145,1100,709,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,278,144,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,278,143,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,280,144,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,281,144,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.95,281,145,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,281,145,1099,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,281,145,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.94,282,145,1100,710,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.95,282,143,1100,712,logs/images/cam0_20251012_212556_person.jpg
20251012_212556,0,person,0.95,283,143,1100,712,logs/images/cam0_20251012_212556_person.jpg
20251012_212557,0,person,0.95,283,143,1100,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,143,1101,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,143,1101,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,143,1100,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,283,143,1100,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,142,1100,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,142,1100,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,142,1100,711,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.95,283,142,1100,711,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,282,143,1100,710,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,283,142,1099,711,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,281,142,1098,711,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,279,143,1099,711,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,279,144,1099,710,logs/images/cam0_20251012_212557_person.jpg
20251012_212557,0,person,0.94,281,143,1099,712,logs/images/cam0_20251012_212557_person.jpg
20251012_212558,0,person,0.94,281,142,1100,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,282,142,1100,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,282,142,1100,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,281,142,1100,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,281,142,1101,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,280,143,1102,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,280,142,1102,712,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,281,144,1101,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,280,145,1101,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,282,145,1098,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,278,146,1097,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,281,150,1097,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.95,284,149,1094,709,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,283,152,1094,710,logs/images/cam0_20251012_212558_person.jpg
20251012_212558,0,person,0.94,280,153,1093,709,logs/images/cam0_20251012_212558_person.jpg
20251012_212559,0,person,0.94,282,155,1090,709,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,282,155,1091,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.95,283,155,1092,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.95,284,154,1093,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,286,155,1093,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,286,155,1095,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,288,155,1094,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,289,156,1095,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,289,155,1093,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,288,157,1093,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,290,157,1094,710,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,289,158,1094,711,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.95,291,158,1094,711,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,290,158,1094,711,logs/images/cam0_20251012_212559_person.jpg
20251012_212559,0,person,0.94,291,158,1094,711,logs/images/cam0_20251012_212559_person.jpg
20251012_212600,0,person,0.94,289,158,1093,711,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,291,158,1094,711,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,290,156,1101,712,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,292,152,1102,708,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,285,147,1103,709,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,280,147,1095,708,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,279,143,1095,709,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,278,143,1090,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,281,142,1084,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.95,280,141,1080,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.95,280,143,1079,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,284,142,1082,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.95,283,145,1087,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.94,289,145,1117,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212600,0,person,0.93,299,147,1132,710,logs/images/cam0_20251012_212600_person.jpg
20251012_212601,0,person,0.86,323,147,1138,711,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.72,304,147,1098,707,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.88,281,207,1189,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.85,281,217,1182,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.81,279,229,1179,711,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.85,279,229,1184,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.85,278,239,1191,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.78,280,234,1203,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.85,279,221,1203,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212601,0,person,0.85,281,159,1204,710,logs/images/cam0_20251012_212601_person.jpg
20251012_212602,0,person,0.85,281,151,1202,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.84,282,184,1194,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.84,283,159,1182,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.89,280,129,1147,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.9,283,123,1112,711,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,281,123,1086,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,278,122,1069,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,277,120,1064,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,278,116,1059,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.92,280,114,1055,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.92,285,110,1055,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,280,103,1054,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,280,101,1055,710,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,286,97,1056,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212602,0,person,0.93,288,91,1057,709,logs/images/cam0_20251012_212602_person.jpg
20251012_212603,0,person,0.93,275,85,1061,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.93,270,81,1063,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.93,269,74,1069,708,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.93,267,69,1071,708,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.93,272,65,1075,708,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.93,266,61,1078,708,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.94,264,60,1079,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.94,256,58,1080,708,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.8,359,58,1080,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.94,173,55,1081,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.74,196,71,1069,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212603,0,person,0.71,206,72,1070,709,logs/images/cam0_20251012_212603_person.jpg
20251012_212604,0,person,0.91,216,73,1070,710,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,240,74,1072,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,245,74,1068,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.77,216,74,1064,711,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,269,75,1068,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.92,271,76,1068,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,270,75,1067,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,266,73,1068,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,262,71,1068,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,257,69,1067,708,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,257,67,1067,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,257,66,1071,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,258,66,1071,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.93,255,65,1071,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212604,0,person,0.94,255,64,1070,709,logs/images/cam0_20251012_212604_person.jpg
20251012_212605,0,person,0.9,241,63,1077,709,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.91,214,64,1097,708,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.92,195,65,1229,709,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.82,141,68,1272,706,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.82,12,73,1202,705,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.84,4,87,1207,703,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.84,2,94,1264,705,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.83,3,102,1263,706,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.82,3,100,1275,706,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.83,3,106,1261,706,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.84,4,109,1277,705,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.83,5,113,1276,705,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.84,4,113,1277,706,logs/images/cam0_20251012_212605_person.jpg
20251012_212605,0,person,0.83,3,101,1269,705,logs/images/cam0_20251012_212605_person.jpg
20251012_212606,0,person,0.81,174,91,1141,707,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.81,122,88,1151,705,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.83,313,86,1278,706,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.91,232,87,1102,708,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.86,239,102,1089,709,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.86,237,104,1083,708,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.88,236,90,1080,709,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.84,262,184,1079,710,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.85,252,188,1077,709,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.83,258,62,1078,707,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.87,254,55,1078,708,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.82,236,46,1082,707,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.88,251,46,1083,707,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.91,247,38,1086,708,logs/images/cam0_20251012_212606_person.jpg
20251012_212606,0,person,0.9,238,40,1082,707,logs/images/cam0_20251012_212606_person.jpg
20251012_212607,0,person,0.92,240,33,1085,709,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.91,249,32,1084,709,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.91,245,41,1084,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.92,253,34,1085,710,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.91,253,37,1084,709,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.9,248,42,1083,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.89,253,49,1083,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.88,256,46,1083,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.89,255,49,1081,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.9,252,48,1081,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.89,255,50,1080,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.89,254,50,1081,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.89,254,50,1082,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.9,256,50,1080,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212607,0,person,0.87,256,49,1081,708,logs/images/cam0_20251012_212607_person.jpg
20251012_212608,0,person,0.9,256,51,1080,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.88,254,51,1081,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.9,253,50,1081,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.89,252,51,1080,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.87,250,51,1080,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.9,255,50,1082,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.88,253,51,1081,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.88,250,50,1083,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212608,0,person,0.87,254,49,1084,708,logs/images/cam0_20251012_212608_person.jpg
20251012_212626,0,helmet,0.91,437,41,839,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.85,287,29,1069,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,439,42,840,296,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.86,279,29,1035,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.9,436,41,836,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,274,28,1018,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,440,41,836,295,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.86,276,29,1025,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,439,41,836,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,278,28,1031,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,440,41,837,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.88,267,28,1020,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,442,41,838,295,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.88,283,26,1018,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,442,41,837,293,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,270,28,1021,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,444,43,840,292,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,283,32,1060,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.9,442,41,838,293,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,275,28,1029,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.91,443,43,837,293,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,271,31,1054,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.92,444,42,837,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,275,31,1046,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.92,444,42,839,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.87,283,32,1054,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.92,444,42,839,294,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.88,282,32,1055,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.92,443,42,836,293,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.89,281,31,1054,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212626,0,helmet,0.92,442,43,837,295,logs/images/cam0_20251012_212626_helmet.jpg
20251012_212626,0,person,0.88,276,31,1028,720,logs/images/cam0_20251012_212626_person.jpg
20251012_212627,0,helmet,0.92,441,42,837,295,logs/images/cam0_20251012_212627_helmet.jpg
20251012_212627,0,person,0.87,268,31,1037,720,logs/images/cam0_20251012_212627_person.jpg
20251012_212627,0,helmet,0.92,443,43,837,294,logs/images/cam0_20251012_212627_helmet.jpg
20251012_212627,0,person,0.88,277,33,1042,720,logs/images/cam0_20251012_212627_person.jpg
20251012_212627,0,helmet,0.92,444,42,838,292,logs/images/cam0_20251012_212627_helmet.jpg
20251012_212627,0,person,0.88,294,31,1026,720,logs/images/cam0_20251012_212627_person.jpg
20251012_212627,0,helmet,0.92,445,43,840,293,logs/images/cam0_20251012_212627_helmet.jpg
20251012_212627,0,person,0.89,290,32,1029,720,logs/images/cam0_20251012_212627_person.jpg
